H4T	6	0.998391	0.000226679	0.000261035
H4T	7	0.997023	0.000615539	0.000757639
H4T	8	0.997993	0.00079595	0.00119702
H4T	9	0.991645	0.00189511	0.00237729
H4T	10	0.997934	0.000510782	0.000655494
H4T	11	0.996542	0.000328742	0.000361455
H4T	12	0.994586	0.000294502	0.000310877
H4T	13	0.98255	0.000475007	0.000487874
H4T	14	0.984675	0.000510486	0.000527498
H4T	15	0.992202	0.000347719	0.000363448
H4T	16	0.990174	0.00148737	0.00172857
